평균기온(℃),최고기온(℃),최저기온(℃),평균습도(%rh),강수량(mm),평균풍속(m/s),최대풍속(m/s),최대풍속풍향(deg),오 존,이산화질소,일산화탄소,아황산가스
-7.3,-1.1,-9.6,37.1,0.0,3.8,5.9,290.0,0.022,0.013,0.4,0.005
-8.3,-4.4,-11.4,37.1,0.0,2.6,5.5,320.0,0.02,0.014,0.4,0.005
-7.2,-2.1,-11.8,27.0,0.0,1.5,3.4,290.0,0.016,0.02,0.5,0.005
-2.5,4.6,-8.1,33.3,0.0,0.9,2.9,340.0,0.005,0.04,0.7,0.005
0.2,2.9,-2.4,44.8,0.0,1.2,3.9,340.0,0.003,0.041,0.7,0.005
-1.9,2.4,-5.0,39.0,0.0,2.2,4.0,290.0,0.014,0.028,0.6,0.006
-2.2,2.1,-5.9,57.4,1.3,2.0,5.8,320.0,0.013,0.027,0.5,0.005
-4.4,0.6,-7.8,44.3,0.0,1.7,3.5,320.0,0.01,0.029,0.5,0.005
-2.4,3.2,-7.8,46.8,0.0,1.0,2.1,270.0,0.003,0.044,0.8,0.006
0.0,2.1,-2.6,63.8,0.3,0.9,1.7,50.0,0.003,0.042,0.7,0.006
1.6,5.9,-1.5,60.1,0.3,1.8,4.3,340.0,0.009,0.034,0.7,0.006
2.6,7.4,-2.8,56.3,0.0,1.4,4.1,270.0,0.007,0.041,0.7,0.007
4.0,9.5,1.3,53.4,0.0,1.4,3.3,320.0,0.006,0.044,0.8,0.007
3.4,10.4,-1.1,45.5,0.0,0.9,2.4,320.0,0.004,0.05,0.8,0.007
5.6,9.8,0.4,40.1,0.0,1.1,2.6,320.0,0.003,0.056,1.0,0.008
6.9,12.4,2.9,48.9,0.0,1.5,3.6,290.0,0.007,0.055,1.1,0.008
2.4,7.5,-3.4,43.0,0.0,2.9,5.7,320.0,0.019,0.02,0.6,0.006
-1.5,3.0,-7.1,40.8,0.0,2.8,4.5,320.0,0.011,0.028,0.6,0.006
-10.1,-6.5,-12.5,28.3,0.0,3.5,5.8,290.0,0.018,0.014,0.4,0.005
-10.5,-6.6,-14.4,33.0,0.0,2.5,4.4,270.0,0.012,0.02,0.4,0.005
-7.6,-3.0,-10.5,29.0,0.0,2.9,5.5,320.0,0.018,0.015,0.4,0.005
-5.0,-0.6,-8.2,49.5,0.0,2.1,4.3,270.0,0.013,0.027,0.6,0.005
-4.9,0.2,-8.8,42.8,0.0,1.7,3.6,320.0,0.009,0.033,0.6,0.006
-3.5,3.2,-8.4,38.8,0.0,1.4,2.9,270.0,0.004,0.044,0.8,0.006
-1.1,4.1,-6.2,55.5,0.0,1.2,3.0,200.0,0.003,0.05,0.9,0.006
-2.8,1.1,-5.5,40.3,0.0,2.2,4.3,320.0,0.013,0.027,0.6,0.006
-2.8,2.7,-6.3,35.0,0.0,1.2,3.2,270.0,0.006,0.037,0.6,0.006
-1.9,3.1,-6.2,46.4,0.0,1.4,4.7,320.0,0.005,0.045,0.9,0.007
-3.5,0.5,-7.2,31.0,0.0,2.6,6.5,320.0,0.017,0.021,0.5,0.006
-4.7,1.3,-9.4,28.8,0.0,1.3,3.5,340.0,0.007,0.034,0.6,0.006
-0.6,3.0,-4.5,48.8,0.0,1.3,3.8,290.0,0.003,0.045,0.7,0.007
2.4,7.2,-0.4,58.8,0.0,1.0,2.6,290.0,0.003,0.049,0.9,0.007
2.8,8.0,-0.6,47.6,0.0,1.3,3.5,290.0,0.007,0.046,0.9,0.007
1.2,7.6,-3.0,54.3,0.0,1.4,3.2,270.0,0.011,0.043,1.0,0.007
1.4,5.3,-2.4,68.6,0.0,0.9,2.5,270.0,0.003,0.062,1.4,0.007
-1.7,2.6,-7.2,58.8,0.0,2.7,6.1,270.0,0.017,0.024,0.8,0.007
-5.2,-1.1,-10.1,45.9,0.0,2.3,4.3,340.0,0.012,0.024,0.5,0.006
-0.3,4.0,-3.2,45.8,0.0,1.7,5.0,320.0,0.01,0.033,0.6,0.006
0.6,6.7,-4.6,44.0,0.0,1.3,4.5,290.0,0.007,0.046,0.8,0.007
3.6,8.5,0.0,59.8,0.0,1.2,3.0,290.0,0.006,0.048,0.9,0.007
-1.4,4.0,-5.5,38.5,0.0,3.2,5.5,320.0,0.02,0.017,0.5,0.006
-1.2,4.2,-6.7,57.8,0.0,1.6,4.3,250.0,0.009,0.034,0.6,0.006
1.7,7.1,-3.3,62.0,0.0,1.7,4.4,270.0,0.009,0.038,0.8,0.007
2.0,7.0,-0.8,48.9,0.0,2.3,5.1,320.0,0.013,0.036,0.8,0.007
0.1,6.5,-4.6,34.9,0.0,1.7,3.5,270.0,0.009,0.04,0.6,0.006
-1.2,2.6,-3.8,27.6,0.0,2.6,5.5,320.0,0.015,0.029,0.5,0.006
-2.5,2.4,-6.5,30.9,0.0,2.4,4.4,290.0,0.018,0.021,0.5,0.006
-0.1,5.1,-6.6,52.5,0.0,1.7,3.7,200.0,0.012,0.03,0.6,0.006
1.2,4.5,-2.4,40.4,0.0,3.1,6.8,320.0,0.018,0.021,0.5,0.006
-0.2,7.0,-5.6,35.5,0.0,1.5,3.7,270.0,0.006,0.043,0.6,0.006
1.8,6.6,-2.8,54.6,0.0,1.5,3.8,270.0,0.005,0.05,0.7,0.006
-2.0,2.3,-6.2,29.0,0.0,2.9,4.7,290.0,0.012,0.026,0.5,0.006
-2.1,2.8,-7.4,47.6,0.3,1.7,4.9,290.0,0.012,0.03,0.6,0.006
1.4,6.1,-3.2,60.0,0.0,1.0,1.8,50.0,0.007,0.038,0.6,0.006
3.3,4.9,2.0,92.9,16.0,1.7,4.0,320.0,0.011,0.028,0.6,0.005
-0.6,3.0,-3.3,40.4,0.0,2.1,4.9,290.0,0.02,0.018,0.5,0.005
2.8,10.1,-3.6,37.1,0.0,1.0,2.9,200.0,0.011,0.034,0.6,0.006
5.1,9.3,0.1,54.9,0.0,1.3,3.1,200.0,0.011,0.034,0.6,0.006
-2.1,6.3,-8.2,45.5,0.5,3.5,5.5,320.0,0.02,0.017,0.5,0.005
-6.1,-1.3,-10.2,31.5,0.0,2.3,4.7,340.0,0.012,0.027,0.5,0.005
-5.4,-1.9,-8.6,30.0,0.0,2.7,4.9,320.0,0.019,0.018,0.4,0.005
-5.0,-1.9,-9.1,31.3,0.0,1.7,3.6,290.0,0.015,0.023,0.5,0.005
-3.0,2.0,-7.5,34.9,0.0,2.3,4.9,320.0,0.017,0.024,0.5,0.006
-0.6,3.7,-4.1,35.5,0.0,1.9,4.3,340.0,0.018,0.029,0.7,0.006
-2.1,2.5,-5.7,26.6,0.0,2.4,5.1,290.0,0.018,0.027,0.5,0.006
-0.5,6.3,-5.9,24.3,0.0,1.4,3.2,270.0,0.009,0.041,0.6,0.006
-0.8,0.9,-2.9,72.8,2.2,1.9,4.0,290.0,0.011,0.036,0.5,0.005
-2.7,1.5,-5.1,59.0,0.2,2.6,4.6,320.0,0.025,0.017,0.7,0.006
-1.8,4.6,-6.8,47.4,0.0,1.9,4.2,270.0,0.02,0.023,0.5,0.006
0.9,5.9,-4.7,43.5,0.0,1.3,2.8,200.0,0.005,0.048,0.7,0.006
1.4,3.0,0.2,80.8,4.6,1.4,3.9,290.0,0.007,0.04,0.6,0.005
1.7,4.5,-0.1,67.8,0.0,2.1,4.1,320.0,0.016,0.03,0.7,0.005
2.4,9.0,-2.6,59.4,0.0,1.5,3.4,200.0,0.01,0.043,0.9,0.006
4.0,10.8,-1.6,56.1,0.0,1.5,3.7,270.0,0.009,0.05,0.9,0.007
6.8,14.5,0.5,41.0,0.0,1.1,2.9,70.0,0.012,0.045,0.8,0.007
6.3,13.7,1.2,45.0,0.0,1.8,4.9,290.0,0.018,0.039,0.7,0.007
4.7,10.2,1.3,55.8,0.0,2.3,4.8,320.0,0.018,0.035,0.7,0.006
5.2,12.0,-1.5,32.8,0.0,1.6,4.9,180.0,0.012,0.042,0.6,0.006
7.8,14.0,4.7,31.3,0.0,1.6,4.3,290.0,0.012,0.05,0.7,0.008
6.6,12.8,2.0,39.5,0.0,2.0,4.7,270.0,0.015,0.056,0.9,0.008
6.6,13.0,1.2,42.3,0.0,2.1,4.4,290.0,0.022,0.048,0.9,0.007
7.8,14.7,1.3,37.6,0.0,1.1,3.3,290.0,0.018,0.052,0.9,0.007
9.4,16.1,2.5,36.4,0.0,1.5,3.3,320.0,0.023,0.043,0.8,0.006
9.9,16.3,5.0,46.1,0.0,1.9,4.7,270.0,0.026,0.043,0.9,0.007
8.4,12.9,5.6,66.3,0.0,2.0,3.9,270.0,0.03,0.03,0.9,0.007
8.4,12.4,5.7,55.0,0.0,2.0,4.3,290.0,0.024,0.04,0.8,0.007
7.0,12.7,3.1,51.1,0.0,2.2,5.1,320.0,0.023,0.029,0.6,0.006
6.1,13.4,0.6,39.4,0.0,1.9,4.2,200.0,0.017,0.036,0.4,0.006
7.2,14.9,-0.4,31.8,0.0,1.3,3.0,290.0,0.009,0.051,0.5,0.007
10.1,15.3,6.7,26.4,0.0,1.2,2.9,340.0,0.019,0.033,0.4,0.006
6.6,10.0,3.5,61.0,0.0,1.8,4.3,290.0,0.018,0.033,0.5,0.006
3.9,7.9,-0.3,55.1,0.0,2.7,6.0,270.0,0.025,0.023,0.5,0.005
3.5,8.5,-0.4,38.5,0.0,3.3,7.2,320.0,0.023,0.019,0.3,0.005
5.0,10.0,-1.7,45.3,0.0,1.9,3.8,180.0,0.024,0.025,0.4,0.006
5.5,11.3,1.6,72.8,3.5,1.6,5.4,200.0,0.022,0.027,0.4,0.005
4.3,9.2,0.2,69.9,0.0,1.8,5.1,270.0,0.018,0.025,0.3,0.005
6.3,12.4,2.6,55.4,0.0,2.0,4.4,270.0,0.024,0.022,0.3,0.005
7.1,14.4,1.4,43.8,0.0,1.4,4.7,270.0,0.012,0.042,0.5,0.007
10.0,16.7,3.4,52.0,0.0,1.4,3.3,270.0,0.013,0.048,0.6,0.008
10.3,14.6,7.1,79.0,16.5,1.4,3.9,230.0,0.01,0.048,0.6,0.006
7.1,11.1,1.9,77.4,3.3,2.9,5.5,270.0,0.023,0.02,0.3,0.005
3.3,8.3,-0.7,40.9,0.0,2.8,5.0,290.0,0.031,0.012,0.3,0.006
3.3,8.2,-0.4,46.9,1.7,2.4,6.3,290.0,0.024,0.016,0.3,0.005
4.3,9.7,-0.8,45.4,0.0,2.3,4.9,290.0,0.028,0.014,0.3,0.005
7.3,11.5,2.9,56.1,0.0,2.0,5.1,230.0,0.027,0.022,0.4,0.006
11.6,16.2,8.9,66.4,0.0,3.0,6.4,200.0,0.041,0.019,0.5,0.007
9.4,14.6,5.6,49.9,0.0,2.6,4.8,270.0,0.026,0.023,0.5,0.006
9.2,15.1,5.5,33.1,0.0,2.1,4.7,290.0,0.03,0.02,0.3,0.006
5.2,8.4,3.5,72.0,1.8,2.9,6.3,250.0,0.03,0.014,0.3,0.005
4.4,8.4,2.6,46.0,0.0,3.2,5.5,270.0,0.029,0.012,0.3,0.005
5.5,11.3,0.3,39.8,0.0,2.5,5.8,320.0,0.026,0.018,0.3,0.005
6.7,13.0,1.3,36.9,0.0,2.2,6.1,270.0,0.025,0.023,0.4,0.006
7.6,13.6,1.9,36.1,0.0,2.3,5.0,230.0,0.025,0.027,0.4,0.006
9.2,15.7,3.0,43.0,0.0,2.5,5.0,230.0,0.031,0.02,0.3,0.006
11.4,17.2,7.0,41.0,0.0,2.9,5.4,230.0,0.031,0.021,0.3,0.006
9.3,12.2,5.9,39.9,0.8,1.1,2.8,70.0,0.011,0.039,0.5,0.006
12.6,20.3,5.6,43.1,0.0,1.7,4.8,290.0,0.025,0.019,0.3,0.006
11.6,17.2,7.6,25.6,0.0,2.5,5.2,270.0,0.025,0.023,0.3,0.005
9.2,13.9,4.7,49.1,17.4,2.4,4.4,70.0,0.016,0.03,0.3,0.005
7.1,10.2,4.7,78.4,5.6,1.8,3.1,320.0,0.023,0.02,0.3,0.005
9.5,15.7,4.3,58.0,0.0,1.9,4.7,320.0,0.016,0.03,0.4,0.005
11.4,18.4,5.5,48.5,0.0,2.2,5.1,290.0,0.026,0.031,0.4,0.006
11.8,17.9,6.2,34.0,0.0,1.8,5.0,250.0,0.032,0.029,0.4,0.006
9.6,13.6,6.9,45.5,1.7,2.2,7.3,320.0,0.035,0.018,0.3,0.005
11.6,18.1,3.9,30.9,0.0,1.8,4.7,290.0,0.023,0.03,0.4,0.006
14.9,22.6,6.8,26.3,0.0,1.6,4.1,270.0,0.021,0.039,0.4,0.006
15.3,21.8,9.1,37.5,0.0,1.9,4.9,290.0,0.022,0.037,0.4,0.007
12.6,16.2,10.4,74.4,0.0,2.0,5.3,200.0,0.022,0.024,0.3,0.006
13.8,19.7,9.6,57.5,0.0,1.6,3.2,70.0,0.02,0.022,0.3,0.005
14.3,19.1,9.7,66.9,1.2,1.9,4.5,290.0,0.024,0.023,0.3,0.005
14.8,20.2,12.2,77.8,0.3,1.9,4.2,270.0,0.028,0.018,0.3,0.005
19.3,28.2,10.7,50.6,0.0,1.4,4.2,290.0,0.022,0.038,0.5,0.006
20.4,25.5,15.3,52.0,0.0,1.3,3.8,200.0,0.026,0.041,0.5,0.007
19.5,25.9,15.8,70.4,4.1,1.6,4.5,290.0,0.022,0.028,0.4,0.006
13.2,17.2,9.4,75.9,11.3,2.0,3.6,70.0,0.014,0.025,0.3,0.006
8.4,9.9,6.2,82.1,4.9,1.5,3.5,200.0,0.022,0.018,0.3,0.005
11.6,18.2,4.1,52.6,0.0,1.7,3.6,200.0,0.022,0.022,0.3,0.005
12.9,16.6,9.9,48.8,0.0,1.6,3.7,230.0,0.028,0.018,0.3,0.005
13.0,17.3,8.3,52.9,0.0,0.9,2.0,50.0,0.015,0.034,0.3,0.005
15.5,22.5,9.0,52.8,0.0,1.6,4.2,270.0,0.021,0.032,0.4,0.005
16.4,22.2,11.2,48.9,0.0,2.3,4.8,230.0,0.03,0.023,0.4,0.006
17.1,25.3,10.6,28.5,0.0,2.3,5.1,290.0,0.026,0.024,0.4,0.006
17.9,26.1,10.1,37.5,0.0,1.6,4.4,270.0,0.032,0.035,0.5,0.007
19.5,27.4,12.0,40.4,0.0,1.7,4.1,290.0,0.038,0.039,0.5,0.007
19.2,26.5,13.6,35.8,0.0,2.2,5.3,290.0,0.037,0.029,0.4,0.007
14.5,19.8,9.8,27.1,0.0,3.1,5.3,340.0,0.033,0.01,0.2,0.005
15.0,21.9,8.4,33.4,0.0,2.3,5.0,250.0,0.031,0.023,0.3,0.006
15.6,21.3,10.1,48.3,0.0,2.3,5.1,270.0,0.042,0.02,0.4,0.007
16.6,22.9,11.7,43.3,0.0,2.2,4.5,250.0,0.035,0.022,0.3,0.006
17.8,26.8,10.3,48.0,0.0,1.9,4.1,270.0,0.032,0.037,0.4,0.007
20.3,28.3,13.2,39.0,0.0,1.8,3.9,250.0,0.025,0.047,0.5,0.007
21.6,28.9,14.7,36.0,0.0,1.5,3.1,180.0,0.039,0.033,0.4,0.007
18.7,22.8,15.5,43.4,0.0,1.6,4.9,290.0,0.029,0.037,0.4,0.007
19.6,26.9,12.9,44.5,0.0,1.6,4.1,320.0,0.032,0.027,0.3,0.007
20.7,28.0,14.8,48.1,0.0,1.7,3.9,320.0,0.029,0.037,0.5,0.007
23.5,30.0,16.7,43.8,0.0,1.5,4.1,290.0,0.031,0.035,0.5,0.006
23.6,28.3,17.6,44.9,0.0,1.2,3.2,200.0,0.029,0.038,0.4,0.005
22.8,25.9,19.1,46.8,0.0,2.1,4.8,160.0,0.034,0.014,0.2,0.005
19.4,21.6,17.9,93.0,22.0,1.2,2.7,110.0,0.021,0.012,0.2,0.004
16.4,20.2,13.0,63.6,8.7,3.4,6.1,230.0,0.029,0.012,0.3,0.005
17.2,23.8,11.7,52.0,0.0,2.9,5.9,230.0,0.043,0.015,0.3,0.005
19.5,26.5,12.3,46.0,0.0,2.4,5.4,200.0,0.056,0.016,0.4,0.006
22.1,29.2,15.0,45.0,0.0,1.7,3.5,270.0,0.056,0.027,0.5,0.007
24.2,33.4,16.2,46.4,0.0,1.7,4.1,270.0,0.056,0.038,0.6,0.006
23.4,28.6,18.4,45.6,0.0,1.6,4.2,270.0,0.057,0.019,0.5,0.007
24.5,31.1,18.6,39.0,0.0,1.8,4.5,270.0,0.043,0.019,0.4,0.006
17.8,22.3,14.3,80.9,7.1,2.4,5.3,200.0,0.029,0.013,0.3,0.005
18.1,24.6,11.9,45.9,0.0,2.6,4.9,270.0,0.036,0.012,0.2,0.005
20.3,26.5,13.3,48.4,0.0,2.0,4.9,290.0,0.042,0.023,0.4,0.006
19.6,24.5,14.6,48.0,0.0,2.4,5.4,230.0,0.044,0.022,0.4,0.006
19.1,23.3,16.1,49.6,0.0,2.8,5.4,270.0,0.047,0.013,0.2,0.005
18.9,23.7,14.8,60.5,0.0,1.9,4.2,200.0,0.043,0.016,0.3,0.005
21.1,27.8,14.1,42.1,0.0,1.7,4.6,270.0,0.044,0.02,0.4,0.005
23.1,29.5,16.0,42.9,0.0,1.8,5.0,290.0,0.038,0.029,0.4,0.005
22.6,29.0,17.6,56.4,0.0,2.2,4.4,270.0,0.029,0.02,0.3,0.005
23.0,29.6,17.8,63.8,0.0,1.8,4.3,270.0,0.031,0.027,0.4,0.005
21.2,25.1,18.6,75.9,7.5,1.2,4.1,50.0,0.021,0.029,0.5,0.005
20.0,24.7,17.0,77.3,35.3,1.9,3.5,90.0,0.043,0.011,0.3,0.005
21.9,27.6,16.0,57.5,0.0,1.4,4.0,270.0,0.039,0.018,0.3,0.005
21.6,26.5,17.1,66.1,2.5,1.8,4.0,270.0,0.045,0.014,0.4,0.006
18.4,21.9,15.7,70.3,9.5,1.6,2.4,70.0,0.022,0.012,0.2,0.004
20.5,26.1,15.5,51.1,0.0,1.4,3.0,320.0,0.031,0.014,0.2,0.004
21.5,26.4,16.1,57.1,0.0,1.8,4.6,290.0,0.026,0.024,0.3,0.005
23.0,28.8,16.6,51.9,0.0,1.7,4.0,270.0,0.032,0.026,0.3,0.005
23.0,28.4,19.1,54.8,0.0,1.8,4.2,290.0,0.037,0.021,0.3,0.005
21.9,27.4,17.9,61.5,2.1,2.4,5.3,270.0,0.04,0.012,0.3,0.004
22.0,27.2,16.1,55.4,0.0,1.6,4.7,320.0,0.04,0.012,0.3,0.005
21.7,26.2,18.1,59.1,0.0,2.3,4.1,270.0,0.035,0.014,0.3,0.005
20.8,24.8,17.0,78.6,13.8,1.5,4.0,270.0,0.028,0.019,0.4,0.005
22.7,27.8,19.8,70.6,0.0,1.9,4.2,290.0,0.04,0.015,0.4,0.004
22.1,26.1,19.4,72.9,0.2,1.7,3.7,270.0,0.031,0.015,0.4,0.004
24.2,30.6,17.7,42.3,0.0,1.5,2.9,290.0,0.035,0.011,0.3,0.004
25.0,31.0,19.1,40.4,0.0,1.8,4.4,290.0,0.038,0.01,0.3,0.004
25.2,30.9,20.9,46.9,0.0,2.0,4.1,290.0,0.033,0.021,0.3,0.005
25.6,32.8,19.5,49.1,0.0,1.6,4.2,270.0,0.044,0.023,0.4,0.005
25.5,29.5,20.7,52.6,0.0,1.3,3.1,160.0,0.034,0.024,0.4,0.005
25.5,31.2,21.9,70.5,1.4,1.4,3.5,270.0,0.036,0.016,0.3,0.005
24.7,29.0,22.3,67.3,0.0,1.7,3.8,270.0,0.026,0.021,0.4,0.005
23.1,27.7,19.6,72.0,1.5,1.2,3.2,160.0,0.024,0.017,0.3,0.005
23.9,28.5,20.9,73.5,0.0,2.3,4.5,200.0,0.034,0.009,0.4,0.005
23.9,28.9,20.6,64.4,0.0,2.3,5.2,290.0,0.045,0.013,0.5,0.005
24.4,30.1,20.8,63.5,0.0,2.3,4.3,320.0,0.045,0.013,0.4,0.005
24.1,27.4,21.2,64.6,0.0,1.7,3.8,270.0,0.03,0.019,0.4,0.005
25.4,32.8,20.0,59.6,0.0,1.9,4.5,270.0,0.027,0.025,0.4,0.005
27.6,35.0,20.2,42.1,0.0,1.5,4.3,320.0,0.037,0.029,0.4,0.005
29.7,36.1,24.6,40.9,0.0,1.7,3.9,160.0,0.039,0.018,0.3,0.005
26.7,32.5,22.7,43.3,0.0,2.2,3.3,70.0,0.037,0.008,0.3,0.005
25.1,31.0,21.2,46.6,0.0,2.0,3.3,70.0,0.03,0.011,0.2,0.004
25.0,30.0,19.7,46.4,0.0,1.8,3.1,70.0,0.028,0.012,0.2,0.004
22.7,27.3,19.3,64.1,8.5,2.0,3.3,70.0,0.023,0.011,0.2,0.004
21.9,25.9,19.5,76.9,2.9,1.3,2.8,340.0,0.016,0.012,0.3,0.004
23.6,28.7,20.0,65.5,0.0,2.0,4.4,270.0,0.022,0.015,0.3,0.004
24.9,29.7,22.1,67.3,0.0,1.7,3.9,250.0,0.034,0.014,0.4,0.005
25.9,31.6,21.2,64.6,0.0,1.6,3.8,290.0,0.041,0.015,0.5,0.005
23.8,27.4,22.1,80.0,7.7,1.1,3.0,250.0,0.023,0.021,0.5,0.005
24.7,28.8,21.4,79.0,6.3,1.3,3.4,290.0,0.025,0.021,0.4,0.005
25.6,29.2,22.3,73.9,0.7,1.2,2.9,270.0,0.032,0.024,0.5,0.005
26.9,32.1,23.3,65.0,0.0,1.2,3.2,290.0,0.05,0.022,0.6,0.005
28.6,35.0,22.8,61.3,0.0,1.5,4.6,160.0,0.025,0.018,0.4,0.005
28.0,31.9,25.1,66.9,1.1,2.1,3.6,70.0,0.01,0.009,0.2,0.004
25.1,27.0,24.2,87.1,6.2,2.2,4.4,230.0,0.018,0.007,0.3,0.004
26.7,31.0,24.2,74.6,0.1,2.2,3.6,200.0,0.035,0.013,0.3,0.005
28.1,32.9,24.4,70.8,0.0,1.7,3.6,250.0,0.017,0.014,0.3,0.005
26.5,27.2,25.2,82.3,1.0,1.6,3.4,180.0,0.012,0.014,0.3,0.005
26.3,27.4,25.6,90.1,9.7,1.2,3.4,160.0,0.016,0.017,0.4,0.004
25.1,25.9,23.7,95.3,60.0,1.7,4.5,200.0,0.021,0.018,0.4,0.004
28.4,33.4,24.9,76.6,0.6,1.3,3.9,270.0,0.029,0.012,0.3,0.005
26.1,28.2,25.0,88.3,25.6,2.2,4.8,200.0,0.021,0.009,0.3,0.005
27.5,30.0,25.6,74.5,0.5,2.6,5.0,200.0,0.01,0.009,0.2,0.004
28.1,30.8,26.3,75.3,1.2,3.4,5.9,200.0,0.014,0.009,0.2,0.004
25.8,27.5,24.0,91.1,62.3,2.2,5.3,200.0,0.015,0.015,0.3,0.004
26.3,30.1,23.5,86.4,26.9,1.7,4.6,270.0,0.013,0.014,0.3,0.005
28.4,33.1,24.7,74.6,0.0,1.2,3.0,270.0,0.017,0.018,0.3,0.005
29.4,36.0,25.6,69.0,3.0,1.3,4.5,320.0,0.029,0.017,0.3,0.005
28.3,34.4,25.0,75.9,8.6,1.2,3.3,270.0,0.039,0.019,0.4,0.004
30.5,35.9,25.6,65.5,0.0,1.1,3.2,340.0,0.025,0.02,0.4,0.005
31.6,36.8,27.9,51.4,0.0,1.5,2.8,110.0,0.019,0.018,0.3,0.005
26.9,30.3,23.9,78.1,8.0,1.2,2.8,270.0,0.012,0.02,0.4,0.005
28.9,32.7,25.9,71.4,0.0,1.6,3.6,290.0,0.018,0.02,0.4,0.005
29.8,34.6,26.0,69.0,0.0,1.3,4.1,320.0,0.015,0.022,0.3,0.005
31.5,36.5,26.6,57.9,0.0,1.5,3.4,140.0,0.021,0.016,0.3,0.005
30.4,35.7,26.3,53.6,6.7,2.5,4.1,110.0,0.018,0.008,0.2,0.006
26.6,28.5,24.8,91.8,56.2,1.3,2.3,70.0,0.008,0.018,0.3,0.006
29.2,35.3,25.1,76.9,6.4,1.5,4.7,200.0,0.024,0.021,0.3,0.008
30.4,35.7,25.9,63.9,0.0,1.5,3.1,160.0,0.013,0.017,0.3,0.006
25.9,28.6,23.9,82.0,16.2,1.3,2.7,270.0,0.01,0.011,0.3,0.005
25.9,29.5,23.0,74.5,0.1,2.2,5.0,230.0,0.024,0.012,0.4,0.005
25.9,28.8,23.4,69.5,0.0,2.5,4.6,270.0,0.045,0.01,0.4,0.006
25.6,30.7,22.6,66.5,0.0,1.7,3.2,270.0,0.041,0.01,0.4,0.005
26.3,31.3,21.2,60.6,0.0,1.1,2.7,340.0,0.028,0.023,0.4,0.005
28.2,32.8,23.2,56.3,0.0,1.5,3.2,160.0,0.033,0.017,0.4,0.005
27.0,30.4,24.4,67.3,1.3,1.2,3.2,340.0,0.025,0.023,0.4,0.005
26.9,31.4,23.0,66.5,0.0,1.7,4.4,270.0,0.029,0.018,0.4,0.005
26.2,30.5,22.7,58.4,0.0,2.1,4.4,270.0,0.033,0.014,0.5,0.006
24.1,27.3,21.5,60.9,0.0,1.5,3.5,270.0,0.022,0.017,0.4,0.005
25.0,29.9,20.2,66.6,0.0,1.5,4.0,290.0,0.028,0.013,0.4,0.005
26.4,32.1,21.5,63.8,0.0,1.2,4.0,200.0,0.03,0.019,0.4,0.005
25.7,29.3,22.2,71.1,20.0,1.0,2.5,270.0,0.028,0.023,0.4,0.006
26.1,30.2,23.6,66.2,0.0,1.9,4.3,180.0,0.032,0.017,0.4,0.006
23.4,26.4,20.1,77.1,36.9,2.2,7.5,200.0,0.026,0.018,0.5,0.006
22.6,27.0,19.5,66.3,0.2,2.4,5.0,200.0,0.022,0.016,0.4,0.006
19.6,22.1,18.3,60.3,0.0,2.0,3.7,90.0,0.018,0.021,0.2,0.002
18.6,19.6,17.3,63.4,0.4,3.8,6.4,340.0,0.039,0.009,0.2,0.002
20.0,24.6,16.9,51.1,0.0,2.2,5.0,320.0,0.031,0.016,0.2,0.002
19.8,26.5,13.9,61.3,0.0,1.8,3.5,230.0,0.021,0.03,0.4,0.003
20.9,27.4,14.8,64.4,0.0,1.4,3.0,200.0,0.006,0.026,0.4,0.003
22.9,29.0,17.7,59.3,0.0,1.9,3.3,340.0,0.011,0.025,0.4,0.0044391929242675
22.9,27.0,19.6,57.5,0.0,1.9,3.1,290.0,0.01,0.033,0.3,0.003
23.7,29.2,19.4,58.9,0.0,1.7,3.3,250.0,0.023,0.028,0.3,0.003
22.6,28.6,17.9,60.6,0.0,1.7,4.0,270.0,0.04,0.025,0.4,0.003
22.4,29.9,16.4,61.0,0.0,1.6,3.4,200.0,0.034,0.041,0.5,0.003
23.1,28.2,17.6,67.1,0.0,1.8,4.4,140.0,0.027,0.033,0.4,0.003
21.6,24.2,20.0,88.0,23.1,3.0,5.5,360.0,0.006,0.024,0.3,0.002
22.4,27.8,18.0,71.5,0.0,2.1,3.9,180.0,0.046,0.022,0.5,0.004
18.7,21.9,14.7,72.6,0.6,2.9,4.6,360.0,0.029,0.015,0.4,0.002
18.1,22.7,13.2,53.4,0.0,2.9,4.8,360.0,0.032,0.011,0.2,0.002
14.8,17.9,13.3,92.0,25.4,1.8,3.6,20.0,0.01,0.024,0.3,0.002
14.7,19.8,10.6,58.8,0.0,2.6,6.2,250.0,0.024,0.02,0.3,0.002
13.6,20.4,7.7,48.3,0.0,1.7,3.8,200.0,0.015,0.028,0.4,0.003
15.2,19.8,10.7,60.9,0.0,1.3,2.8,270.0,0.007,0.038,0.4,0.003
18.8,26.1,13.0,60.0,0.0,1.9,4.9,360.0,0.021,0.028,0.4,0.003
17.9,23.3,13.3,49.3,0.0,3.5,6.7,360.0,0.035,0.015,0.2,0.002
17.2,23.8,12.1,52.6,0.0,1.9,4.1,360.0,0.03,0.017,0.3,0.002
14.4,19.6,9.5,56.9,0.0,2.5,5.1,270.0,0.021,0.022,0.4,0.003
14.5,20.4,8.8,55.6,0.0,1.6,4.3,360.0,0.017,0.032,0.4,0.003
14.6,20.8,9.0,58.3,0.0,1.6,3.6,200.0,0.023,0.048,0.5,0.0044391929242675
